term	crse	class section	descr	min credit	max credit	start dt	end dt	days	start time	end time	newlibintensives	newlib	consent	instruction mode	cap	enrolled	combined section	note	class stat	enrolling	prereqs
Spring, 2025-26	POSC-3010-01	01	History of Political Thought (24)	3.0	3.0	01/14/2026	05/08/2026	TR	02:30PM	03:45PM			No Consent Required	In Person	35	3	C	Same: HIST/POSC/PHIL3010	active	Open	
Spring, 2025-26	POSC-3350-01	01	Homeland Security (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM			No Consent Required	In Person	35	10	C	Same: POSC/CRIM3350	active	Open	
Spring, 2025-26	POSC-3370-01	01	Intelligence and Security Studies (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM	Speaking Intensive		No Consent Required	In Person	20	7			active	Open	
Spring, 2025-26	POSC-3370-01	01	Intelligence and Security Studies (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM	Speaking Intensive		No Consent Required	In Person	20	8			active	Open	
Spring, 2025-26	POSC-4800-01	01	Government Internship (23)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	1			active	Open	
Spring, 2025-26	POSC-4800-02	02	Government Internship (23)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	POSC-4810-01	01	Legal Internship (23)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	1			active	Open	
Spring, 2025-26	POSC-4820-01	01	International Internship (23)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	20	0			active	Open	
Spring, 2025-26	POSC-4930-01	01	Senior Seminar (23)	1.0	1.0	01/14/2026	05/08/2026	R	12:00PM	12:50PM			No Consent Required	In Person	20	10			active	Open	
Spring, 2025-26	PSYC-2000-01	01	General Psychology (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM		WKNW 5 Social/Behav Ways	No Consent Required	In Person	60	25			active	Open	
Spring, 2025-26	PSYC-2000-02	02	General Psychology (23)	3.0	3.0	01/14/2026	05/08/2026	TR	02:30PM	03:45PM		WKNW 5 Social/Behav Ways	No Consent Required	In Person	60	29			active	Open	
Spring, 2025-26	PSYC-2010-01	01	Research Methods in Psychology (23)	3.0	3.0	01/14/2026	05/08/2026	TR	09:30AM	10:45AM	Writing Intensive		No Consent Required	In Person	24	22			active	Open	
Spring, 2025-26	PSYC-2100-01	01	Interpersonal Relationships (23)	4.0	4.0	01/14/2026	05/08/2026	MW	03:00PM	04:50PM			No Consent Required	In Person	20	16			active	Open	
Spring, 2025-26	PSYC-2100-02	02	Interpersonal Relationships (23)	4.0	4.0	01/14/2026	05/08/2026	TR	02:30PM	04:20PM			No Consent Required	In Person	20	12			active	Open	
Spring, 2025-26	PSYC-2110-01	01	Educational Psychology (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		WKNW 5 Social/Behav Ways	No Consent Required	In Person	30	23	C	Same: PSYC/EDUC2110	active	Open	
Spring, 2025-26	PSYC-2440-01	01	Applied Statistics and Introduction to Research (23)	4.0	4.0	01/14/2026	05/08/2026	MTW	01:00PM	01:50PM		FSKL 5 Quant Reasng	No Consent Required	In Person	60	13			active	Open	
Spring, 2025-26	PSYC-2440-01	01	Applied Statistics and Introduction to Research (23)	4.0	4.0	01/14/2026	05/08/2026	R	01:00PM	01:50PM		FSKL 5 Quant Reasng	No Consent Required	In Person	60	13			active	Open	
Spring, 2025-26	PSYC-2850-01	01	Practicum in Leadership Skills (24)	2.0	2.0	01/14/2026	05/08/2026	F	12:00PM	12:50PM			No Consent Required	In Person	25	4	C	Same: PSYC/EDUC/SOCI2850	active	Open	
Spring, 2025-26	PSYC-3010-01	01	Social Psychology (23)	4.0	4.0	01/14/2026	05/08/2026	MW	01:00PM	02:50PM	Writing Intensive Upper Div		No Consent Required	In Person	20	8	C	Same: PSYC/SOCI/PUBH3010	active	Open	
Spring, 2025-26	PSYC-3220-01	01	Organizational Behavior and Theory (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	08:00AM	08:50AM			No Consent Required	In Person	30	5	C	Same: BSNS4010/PSYC3220	active	Open	
Spring, 2025-26	PSYC-3330-01	01	Cognitive Psychology (23)	4.0	4.0	01/14/2026	05/08/2026	MTRF	10:00AM	10:50AM			No Consent Required	In Person	30	9			active	Open	
Spring, 2025-26	PSYC-3400-01	01	Memory (23)	4.0	4.0	01/14/2026	05/08/2026	MF	09:00AM	09:50AM			No Consent Required	In Person	25	21			active	Open	
Spring, 2025-26	PSYC-3400-01	01	Memory (23)	4.0	4.0	01/14/2026	05/08/2026	TR	08:30AM	09:20AM			No Consent Required	In Person	25	21			active	Open	
Spring, 2025-26	PSYC-4030-01	01	Counseling and Psychotherapy (23)	4.0	4.0	01/14/2026	05/08/2026	MTWR	10:00AM	10:50AM			No Consent Required	In Person	20	11			active	Open	
Spring, 2025-26	PSYC-4100-01	01	Leadership and Training Skills (23)	2.0	2.0	01/14/2026	05/08/2026	F	12:00PM	12:50PM			No Consent Required	In Person	20	3			active	Open	
Spring, 2025-26	PSYC-4520-01	01	Capstone Research II (23)	2.0	2.0	01/14/2026	05/08/2026	TR	12:00PM	12:50PM	Speaking Intensive		No Consent Required	In Person	20	11			active	Open	
Spring, 2025-26	PSYC-4800-01	01	Internship in Youth Leadership (24)	2.0	2.0	01/14/2026	05/08/2026	MF	12:00PM	12:50PM			No Consent Required	In Person	25	6	C	Same: PSYC/EDUC/SOCI4800	active	Open	
Spring, 2025-26	RLGN-1100-0EA	0EA	Introduction to Spiritual Formation (25)	3.0	3.0	03/16/2026	05/08/2026					FSKL 7 Personal Wellness	No Consent Required	Asynchronous Online	20	5			active	Open	
Spring, 2025-26	RLGN-1100-8E	8E	Introduction to Spiritual Formation (25)	3.0	3.0	03/16/2026	05/08/2026					FSKL 7 Personal Wellness	No Consent Required	Asynchronous Online	15	11			active	Open	
Spring, 2025-26	RLGN-3010-01	01	Faith in Context (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		WKNW 1 Christian Ways Knowg	No Consent Required	In Person	35	15			active	Open	
Spring, 2025-26	RLGN-3010-02	02	Faith in Context (24)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM		WKNW 1 Christian Ways Knowg	No Consent Required	In Person	35	12			active	Open	
Spring, 2025-26	RLGN-3040-01	01	Introduction to Christian Theology (24)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM			No Consent Required	In Person	30	13			active	Open	
Spring, 2025-26	RLGN-3040-8E	8E	Introduction to Christian Theology (24)	3.0	3.0	01/14/2026	03/06/2026						No Consent Required	Asynchronous Online	30	6			active	Open	
Spring, 2025-26	SOCI-2010-01	01	Intro to Sociology (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM		WKNW 5 Social/Behav Ways	No Consent Required	In Person	30	17			active	Open	
Spring, 2025-26	SOCI-2020-01	01	Social Problems (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM		WKNW 5 Social/Behav Ways	No Consent Required	In Person	40	5			active	Open	
Spring, 2025-26	SOCI-2020-0EA	0EA	Social Problems (23)	3.0	3.0	01/14/2026	05/08/2026					WKNW 5 Social/Behav Ways	No Consent Required	Asynchronous Online	20	15			active	Open	
Spring, 2025-26	SOCI-2020-8E	8E	Social Problems (23)	3.0	3.0	01/14/2026	05/08/2026					WKNW 5 Social/Behav Ways	No Consent Required	Asynchronous Online	10	1			active	Open	
Spring, 2025-26	SOCI-2450-01	01	Introduction to Issues in Race and Ethnicity (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM			No Consent Required	In Person	35	6			active	Open	
Spring, 2025-26	SOCI-2510-0B	0B	The Nature of Crime and Social Deviance (23)	4.0	4.0	01/14/2026	05/08/2026				Writing Intensive		No Consent Required	Asynchronous Online	30	1	C	Same: CRIM/SOCI2510	active	Open	
Spring, 2025-26	SOCI-2850-01	01	Practicum in Leadership Skills (24)	2.0	2.0	01/14/2026	05/08/2026	F	12:00PM	12:50PM			No Consent Required	In Person	25	4	C	Same: PSYC/EDUC/SOCI2850	active	Open	
Spring, 2025-26	SOCI-3010-01	01	Social Psychology (23)	4.0	4.0	01/14/2026	05/08/2026	MW	01:00PM	02:50PM	Writing Intensive Upper Div		No Consent Required	In Person	20	8	C	Same: PSYC/SOCI/PUBH3010	active	Open	
Spring, 2025-26	SOCI-3100-01	01	Human Sexuality (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	12:00PM	12:50PM			No Consent Required	In Person	30	4			active	Open	
Spring, 2025-26	SOCI-3700-0E	0E	Introduction to Social Research (23)	4.0	4.0	01/14/2026	05/08/2026				Writing Intensive Upper Div		No Consent Required	Asynchronous Online	25	8	C	Same: SOCI/PUBH3700	active	Open	
Spring, 2025-26	SOCI-4800-01	01	Internship in Youth Leadership (24)	2.0	2.0	01/14/2026	05/08/2026	MF	12:00PM	12:50PM			No Consent Required	In Person	25	6	C	Same: PSYC/EDUC/SOCI4800	active	Open	
Spring, 2025-26	SOWK-3100-0B	0B	Social Welfare Policy (23)	4.0	4.0	01/14/2026	05/08/2026	TR	09:30AM	10:45AM			No Consent Required	Hybrid	40	3			active	Open	
Spring, 2025-26	SOWK-4710-01	01	Social Work Practice (23)	4.0	4.0	01/14/2026	05/08/2026	TR	01:00PM	02:50PM			No Consent Required	In Person	25	2			active	Open	
Spring, 2025-26	SOWK-4850-01	01	Social Work Practicum (23)	12.0	12.0	01/14/2026	05/08/2026	F	09:00AM	03:00PM	Speaking Intensive		No Consent Required	In Person	30	3			active	Open	
Spring, 2025-26	SPAN-1010-01	01	Elementary Spanish I (23)	4.0	4.0	01/14/2026	05/08/2026	TR	09:30AM	10:45AM		WKNW 6 Glob/Intcult Ways FL	No Consent Required	In Person	24	16			active	Open	
Spring, 2025-26	SPAN-1010-02	02	Elementary Spanish I (23)	4.0	4.0	01/14/2026	05/08/2026	MR	05:15PM	06:30PM		WKNW 6 Glob/Intcult Ways FL	No Consent Required	In Person	24	5			active	Open	
Spring, 2025-26	SPAN-1010-0E	0E	Elementary Spanish I (23)	4.0	4.0	01/14/2026	05/08/2026					WKNW 6 Glob/Intcult Ways FL	Consent Required	Asynchronous Online	10	8			active	Open	
Spring, 2025-26	SPAN-1020-0E	0E	Elementary Spanish II (23)	4.0	4.0	01/14/2026	05/08/2026					WKNW 6 Glob/Intcult Ways FL	No Consent Required	Asynchronous Online	24	12			active	Open	
Spring, 2025-26	SPAN-2600-01	01	Topics in Spanish: (23)	1.0	4.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM			No Consent Required	In Person	20	6			active	Open	
Spring, 2025-26	SPAN-3020-01	01	Spanish Conversation (24)	4.0	4.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM	Speaking Intensive	WKNW 7 Glob/Intcult Ways GI	No Consent Required	In Person	20	5			active	Open	
Spring, 2025-26	SPAN-3440-01	01	Latin American Civilization (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM			No Consent Required	In Person	15	5			active	Open	
Spring, 2025-26	SPAN-4550-01	01	Intensive Experience in Spanish (23)	1.0	6.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	15	0			active	Open	
Spring, 2025-26	SPAN-4660-01	01	Directed Individual Study (23)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	SPED-2400-01	01	Introduction to Mild Disabilities (24)	3.0	3.0	01/14/2026	05/08/2026	TR	09:30AM	10:45AM		FSKL 2 Civ Discrse Crit Reas	No Consent Required	In Person	30	18			active	Open	
Spring, 2025-26	SPED-2550-01	01	Characteristics of Emotional and Behavioral Disorders of Children and Youth (24)	3.0	3.0	01/14/2026	05/08/2026	MWF	08:00AM	08:50AM			No Consent Required	Hybrid	25	23			active	Open	
Spring, 2025-26	SPED-3200-01	01	Classroom Instruction for Mild Disabilities (24)	3.0	3.0	01/14/2026	05/08/2026	M	04:00PM	05:30PM			No Consent Required	In Person	25	6			active	Open	
Spring, 2025-26	SPRL-2450-01	01	Physical Activity Cluster III: Focus on Recreational Activities and Outdoor Pursuits (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:50PM			No Consent Required	In Person	30	10			active	Open	
Spring, 2025-26	SPRL-3250-0E	0E	Legal Aspects of Sport and Recreation (23)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	5			active	Open	
Spring, 2025-26	SPRL-3300-01	01	Management of Sport Facilities and Events (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:15PM			No Consent Required	In Person	30	11			active	Open	
Spring, 2025-26	SPRL-4850-01	01	Practicum in Sport and Recreational Leadership (23)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	15	2			active	Open	
Spring, 2025-26	THEA-2120-01	01	Acting II (23)	3.0	3.0	01/14/2026	05/08/2026	TR	01:00PM	02:20PM			No Consent Required	In Person	30	7			active	Open	
Spring, 2025-26	THEA-2210-01	01	Stagecraft (23)	3.0	3.0	01/14/2026	05/08/2026	TR	02:30PM	03:45PM			No Consent Required	In Person	25	10			active	Open	
Spring, 2025-26	THEA-2420-01	01	Voice Production for the Actor (25)	2.0	2.0	01/14/2026	05/08/2026	TR	09:30AM	10:50AM			No Consent Required	In Person	30	5	C	Same: MUTR/THEA2420	active	Open	
Spring, 2025-26	THEA-2890-01	01	Production Practicum (25)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	5			active	Open	
Spring, 2025-26	THEA-3550-01	01	Lighting Design (23)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	15	2			active	Open	
Spring, 2025-26	THEA-4500-01	01	Musical Theatre Showcase (23)	2.0	2.0	01/14/2026	05/08/2026	MW	04:00PM	06:00PM			No Consent Required	In Person	30	4	C	Same: MUTR/THEA4500	active	Open	
Spring, 2025-26	THEA-4800-01	01	Senior Project (23)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	1			active	Open	
